product,brand,budget,use_case,urgency,decision_stage,sentiment_score,confidence_score,hesitation_score,feature_count,brand_count,price_sensitivity,interaction_length,conversion
smartwatch,oneplus,3000,work_from_home,soon,mid,0.99,0.99,0.03,5,5,medium,2,0
monitor,jbl,66000,entertainment,flexible,mid,0.92,0.8,0.25,6,3,high,7,0
television,lg,207000,entertainment,exploring,mid,0.81,0.84,0.09,2,2,medium,5,1
laptop,apple,149000,gaming,soon,awareness,0.34,0.43,0.66,4,1,high,9,0
smartphone,oneplus,14000,photography,flexible,late,0.29,0.32,0.89,7,3,low,2,0
headphones,xiaomi,11000,office,exploring,awareness,0.83,0.79,0.37,8,5,low,5,1
speaker,asus,18000,home_use,immediate,decision,0.21,0.31,0.94,2,4,medium,1,0
smartphone,asus,53000,creative,no_rush,decision,0.55,0.2,0.55,6,4,high,9,0
camera,hp,96000,study,soon,early,0.37,0.37,0.43,2,1,medium,3,0
smartphone,asus,138000,coding,exploring,mid,0.68,0.74,0.52,3,2,medium,6,0
smartphone,lg,143000,business,no_rush,late,0.71,0.95,0.03,7,5,low,3,1
air_conditioner,bose,37000,fitness,soon,awareness,0.91,0.98,0.06,2,1,medium,10,1
microwave,apple,7000,gaming,immediate,late,0.77,0.65,0.26,5,4,high,2,0
air_conditioner,bose,34000,streaming,immediate,decision,0.29,0.5,0.79,4,2,medium,6,0
air_conditioner,bose,75000,home_use,immediate,decision,0.4,0.21,0.56,6,1,high,8,1
refrigerator,sony,98000,coding,no_rush,late,0.23,0.4,0.34,4,4,low,5,1
tablet,hp,79000,coding,flexible,early,0.21,0.06,0.86,4,4,high,10,1
smartphone,canon,126000,travel,soon,mid,0.15,0.22,0.83,3,3,low,1,0
laptop,samsung,83000,travel,soon,early,0.56,0.68,0.55,1,2,low,6,0
laptop,xiaomi,74000,coding,soon,mid,0.15,0.28,0.86,1,2,high,7,0
microwave,asus,16000,creative,no_rush,decision,0.98,0.97,0.03,1,2,high,8,0
washing_machine,sony,48000,home_use,exploring,mid,0.83,0.93,0.1,6,2,low,2,1
camera,apple,41000,travel,exploring,early,0.69,0.74,0.22,6,1,high,7,1
laptop,hp,161000,business,no_rush,late,0.44,0.1,0.82,3,3,high,1,0
air_conditioner,whirlpool,74000,gaming,immediate,mid,0.84,0.9,0.19,8,2,medium,4,1
monitor,sony,33000,streaming,exploring,mid,0.44,0.35,0.39,4,5,high,9,0
camera,bose,16000,entertainment,no_rush,decision,0.91,0.95,0.01,5,4,medium,3,1
tablet,apple,78000,photography,flexible,awareness,0.27,0.37,0.62,7,1,low,1,0
speaker,dell,7000,coding,no_rush,mid,0.05,0.14,0.94,4,5,high,8,0
monitor,asus,64000,professional,exploring,early,0.86,0.94,0.15,5,4,medium,8,1
television,xiaomi,73000,business,flexible,late,0.85,0.51,0.47,8,5,low,3,1
keyboard,sony,13000,entertainment,flexible,mid,0.49,0.52,0.75,6,5,low,1,1
smartwatch,asus,5000,coding,no_rush,decision,0.96,0.93,0.13,6,3,medium,1,1
refrigerator,lg,37000,casual,no_rush,mid,0.87,0.19,0.61,4,3,high,6,0
washing_machine,lenovo,15000,fitness,no_rush,late,0.76,0.87,0.17,7,5,high,1,1
monitor,samsung,38000,professional,flexible,decision,0.81,0.99,0.02,2,3,medium,2,1
tablet,whirlpool,38000,gaming,no_rush,decision,0.67,0.83,0.55,1,2,high,4,1
microwave,apple,18000,professional,immediate,mid,0.42,0.47,0.66,5,1,medium,2,1
camera,bosch,115000,professional,no_rush,awareness,0.5,0.7,0.32,2,4,low,2,0
speaker,apple,33000,photography,exploring,decision,0.64,0.45,0.21,3,5,high,10,1
camera,sony,75000,gaming,exploring,decision,0.65,0.38,0.55,7,5,low,7,1
microwave,sony,10000,fitness,flexible,early,0.29,0.78,0.82,7,1,medium,1,1
smartphone,jbl,114000,creative,soon,awareness,0.57,0.39,0.78,4,4,high,2,0
headphones,dell,8000,photography,immediate,mid,0.7,0.95,0.05,3,3,low,9,0
tablet,dell,41000,office,soon,early,0.35,0.18,0.74,4,2,medium,10,1
smartwatch,canon,23000,streaming,exploring,mid,0.47,0.47,0.64,5,4,high,8,0
headphones,asus,13000,professional,exploring,awareness,0.56,0.8,0.33,3,4,low,3,1
monitor,hp,42000,work_from_home,exploring,awareness,0.92,0.93,0.08,3,1,medium,4,1
smartphone,lg,48000,travel,flexible,early,0.17,0.32,0.73,5,3,medium,7,0
keyboard,jbl,20000,office,flexible,late,0.8,0.86,0.08,6,2,low,3,1
monitor,lg,21000,professional,exploring,late,0.86,0.2,0.49,8,1,low,8,1
refrigerator,oneplus,20000,study,no_rush,awareness,0.41,0.35,0.69,3,5,low,6,0
tablet,sony,24000,travel,immediate,mid,0.27,0.39,0.51,6,5,medium,1,0
refrigerator,dell,87000,creative,no_rush,early,0.62,0.74,0.58,7,3,low,8,0
keyboard,bose,20000,travel,exploring,mid,0.82,0.91,0.49,6,2,high,1,0
keyboard,asus,15000,photography,flexible,late,0.82,0.35,0.6,5,1,high,3,1
smartphone,asus,142000,casual,no_rush,mid,0.86,0.94,0.43,7,3,medium,1,1
washing_machine,oneplus,45000,travel,flexible,decision,0.94,0.99,0.01,1,3,medium,9,1
laptop,bosch,61000,casual,exploring,late,0.44,0.44,0.66,1,4,high,4,1
monitor,hp,21000,creative,flexible,awareness,0.29,0.7,0.26,6,2,medium,1,0
monitor,apple,32000,home_use,immediate,early,0.07,0.35,0.76,3,3,high,9,0
washing_machine,bose,22000,entertainment,flexible,late,0.85,0.94,0.08,4,1,low,2,0
refrigerator,samsung,47000,office,flexible,mid,0.23,0.05,0.95,7,1,low,5,0
television,lg,134000,study,no_rush,mid,0.51,0.95,0.04,5,5,medium,9,1
tablet,samsung,24000,business,no_rush,early,0.73,0.39,0.63,8,2,medium,4,0
television,dell,170000,professional,flexible,awareness,0.38,0.43,0.55,7,2,high,5,0
refrigerator,whirlpool,14000,gaming,exploring,decision,0.75,0.36,0.54,8,2,medium,9,1
mouse,canon,1000,business,exploring,late,0.12,0.35,0.61,4,2,high,2,0
washing_machine,hp,31000,home_use,soon,decision,0.65,0.18,0.46,6,1,high,4,1
keyboard,hp,15000,streaming,immediate,mid,0.9,0.95,0.18,2,4,low,2,1
air_conditioner,lenovo,60000,travel,flexible,awareness,0.64,0.94,0.02,2,1,high,4,1
washing_machine,apple,17000,streaming,immediate,late,0.14,0.12,0.88,6,2,high,2,1
tablet,samsung,47000,casual,soon,early,0.24,0.22,0.33,8,1,high,6,0
tablet,jbl,18000,creative,immediate,mid,0.52,0.49,0.53,8,1,low,4,1
refrigerator,sony,72000,fitness,exploring,decision,0.09,0.05,0.75,8,2,high,7,1
refrigerator,xiaomi,71000,work_from_home,soon,decision,0.92,0.57,0.2,3,2,medium,3,1
speaker,bosch,16000,creative,no_rush,early,0.14,0.05,0.93,5,3,low,1,0
washing_machine,oneplus,67000,casual,exploring,early,0.24,0.35,0.92,4,4,high,4,0
refrigerator,jbl,68000,professional,exploring,late,0.54,0.64,0.75,5,1,medium,2,0
smartwatch,lenovo,51000,photography,immediate,mid,0.41,0.87,0.11,6,3,low,1,0
headphones,bosch,4000,photography,flexible,awareness,0.21,0.28,0.81,1,2,medium,2,0
refrigerator,canon,30000,work_from_home,flexible,early,0.48,0.21,0.75,8,2,high,2,0
smartphone,lenovo,19000,gaming,flexible,decision,0.3,0.15,0.96,3,3,medium,4,0
mouse,jbl,1000,gaming,no_rush,awareness,0.44,0.44,0.68,7,5,medium,7,0
mouse,canon,2000,travel,flexible,late,0.2,0.3,0.86,8,4,medium,2,0
monitor,lg,25000,work_from_home,flexible,decision,0.89,0.85,0.1,7,4,low,5,1
washing_machine,canon,61000,professional,immediate,awareness,0.94,0.98,0.02,4,4,medium,2,1
microwave,apple,22000,work_from_home,soon,mid,0.26,0.39,0.67,3,5,medium,4,0
laptop,bosch,134000,home_use,immediate,early,0.86,0.88,0.1,3,2,high,1,1
television,dell,206000,professional,immediate,mid,0.39,0.18,0.79,5,5,low,4,0
monitor,bose,61000,study,no_rush,early,0.43,0.76,0.51,5,5,high,6,0
monitor,sony,28000,entertainment,flexible,late,0.05,0.05,0.94,7,1,low,6,1
smartwatch,whirlpool,18000,travel,immediate,decision,0.14,0.24,0.46,3,4,high,6,1
smartwatch,bose,51000,photography,immediate,late,0.96,0.98,0.06,4,4,medium,7,1
laptop,xiaomi,38000,office,immediate,decision,0.06,0.19,0.88,7,4,medium,9,1
tablet,bose,76000,creative,immediate,early,0.86,0.54,0.45,7,4,high,6,1
air_conditioner,hp,27000,office,immediate,awareness,0.82,0.94,0.48,3,2,low,9,0
refrigerator,lg,49000,business,soon,mid,0.13,0.05,0.97,1,1,medium,8,0
keyboard,sony,17000,fitness,soon,early,0.7,0.86,0.17,7,1,medium,4,0
monitor,lg,47000,professional,soon,awareness,0.24,0.71,0.39,1,4,medium,5,1
laptop,samsung,82000,home_use,exploring,late,0.19,0.3,0.54,6,5,medium,3,0
mouse,sony,1000,office,immediate,late,0.13,0.05,0.97,1,2,high,4,0
mouse,asus,2000,entertainment,no_rush,early,0.21,0.21,0.45,5,2,high,3,0
air_conditioner,canon,79000,coding,exploring,mid,0.57,0.19,0.73,5,2,medium,1,0
television,whirlpool,136000,coding,immediate,mid,0.72,0.92,0.58,4,5,medium,5,1
speaker,canon,14000,photography,flexible,early,0.87,0.91,0.12,6,2,low,3,1
camera,canon,63000,home_use,no_rush,decision,0.68,0.94,0.09,3,5,medium,9,0
television,whirlpool,287000,creative,exploring,early,0.58,0.29,0.29,7,2,medium,6,0
mouse,lg,0,entertainment,no_rush,awareness,0.59,0.21,0.72,8,5,medium,5,0
smartphone,oneplus,108000,streaming,flexible,late,0.29,0.32,0.92,2,2,medium,10,1
smartphone,jbl,24000,creative,soon,awareness,0.86,0.45,0.16,5,1,high,4,1
headphones,sony,34000,streaming,immediate,decision,0.48,0.36,0.76,2,4,medium,4,1
speaker,xiaomi,11000,streaming,immediate,awareness,0.07,0.09,0.86,4,3,high,8,1
smartphone,whirlpool,52000,home_use,exploring,mid,0.24,0.05,0.95,2,2,high,2,1
microwave,canon,22000,office,immediate,mid,0.72,0.27,0.32,2,1,high,3,1
washing_machine,jbl,68000,entertainment,soon,late,0.41,0.54,0.28,7,1,high,8,1
laptop,xiaomi,56000,photography,immediate,awareness,0.22,0.09,0.95,3,4,medium,4,0
tablet,apple,64000,streaming,exploring,mid,0.67,0.14,0.61,5,1,low,5,1
air_conditioner,apple,31000,entertainment,soon,late,0.86,0.89,0.59,1,1,low,8,1
laptop,bose,134000,study,no_rush,awareness,0.96,0.89,0.1,8,5,low,6,1
microwave,lenovo,30000,entertainment,exploring,late,0.41,0.53,0.63,6,2,medium,6,1
mouse,bosch,0,business,no_rush,mid,0.69,0.57,0.51,5,2,low,3,1
monitor,dell,36000,photography,flexible,awareness,0.05,0.05,0.95,6,1,medium,8,0
speaker,samsung,27000,travel,exploring,decision,0.7,0.59,0.68,6,5,low,4,1
mouse,dell,0,streaming,immediate,mid,0.59,0.13,0.51,4,1,high,1,0
keyboard,samsung,20000,entertainment,immediate,mid,0.12,0.11,0.5,3,5,high,3,0
speaker,jbl,12000,entertainment,immediate,early,0.93,0.84,0.59,7,1,low,6,0
television,apple,64000,business,immediate,mid,0.74,0.86,0.18,5,3,high,5,1
microwave,hp,26000,photography,no_rush,late,0.28,0.1,0.55,5,1,medium,9,0
smartphone,apple,39000,creative,immediate,awareness,0.96,0.97,0.1,1,1,low,2,1
speaker,bosch,9000,office,immediate,awareness,0.52,0.43,0.74,8,3,low,4,1
tablet,lenovo,19000,home_use,exploring,late,0.51,0.71,0.35,4,4,high,1,1
refrigerator,apple,70000,streaming,flexible,decision,0.8,0.98,0.01,2,1,medium,5,1
refrigerator,samsung,74000,professional,soon,awareness,0.18,0.13,0.91,7,3,high,5,1
microwave,xiaomi,5000,photography,immediate,decision,0.09,0.06,0.94,8,1,high,7,0
tablet,oneplus,79000,streaming,soon,mid,0.85,0.81,0.09,5,2,medium,1,1
camera,jbl,175000,photography,no_rush,decision,0.24,0.63,0.41,7,4,low,4,1
television,xiaomi,151000,home_use,soon,mid,0.97,0.99,0.01,4,2,medium,8,1
air_conditioner,lg,38000,creative,exploring,decision,0.31,0.09,0.89,6,4,low,9,0
smartwatch,hp,54000,work_from_home,soon,late,0.43,0.75,0.23,7,4,low,6,0
speaker,sony,34000,creative,soon,early,0.26,0.18,0.59,7,5,low,8,0
tablet,asus,47000,fitness,soon,awareness,0.2,0.17,0.74,5,1,medium,3,0
keyboard,sony,20000,office,no_rush,awareness,0.21,0.25,0.91,6,1,high,6,0
monitor,jbl,59000,entertainment,exploring,decision,0.6,0.66,0.33,8,5,low,4,1
tablet,xiaomi,34000,gaming,exploring,late,0.46,0.61,0.43,2,5,low,2,0
monitor,bosch,40000,gaming,no_rush,mid,0.56,0.72,0.17,2,4,medium,5,1
smartphone,lenovo,101000,gaming,no_rush,awareness,0.34,0.7,0.37,2,2,high,1,0
mouse,hp,2000,coding,no_rush,early,0.18,0.05,0.98,3,3,medium,9,0
speaker,sony,11000,office,immediate,awareness,0.54,0.26,0.87,3,1,high,10,1
keyboard,oneplus,9000,study,no_rush,decision,0.35,0.41,0.72,6,1,medium,4,0
camera,whirlpool,192000,study,soon,mid,0.94,0.97,0.08,4,5,medium,2,1
air_conditioner,lg,77000,office,exploring,early,0.19,0.08,0.86,2,3,medium,1,0
monitor,lenovo,69000,study,exploring,late,0.91,0.9,0.05,3,5,high,5,0
mouse,lenovo,7000,entertainment,flexible,decision,0.96,0.97,0.06,2,4,low,2,1
refrigerator,jbl,44000,professional,no_rush,mid,0.18,0.13,0.89,3,3,medium,6,0
television,canon,105000,gaming,immediate,awareness,0.64,0.92,0.09,3,4,high,7,0
smartphone,asus,96000,fitness,soon,early,0.78,0.77,0.48,3,5,high,3,1
refrigerator,bosch,81000,coding,exploring,decision,0.09,0.06,0.96,4,3,high,7,0
washing_machine,bose,64000,study,exploring,awareness,0.23,0.16,0.75,3,5,high,5,0
washing_machine,oneplus,54000,fitness,exploring,late,0.69,0.84,0.2,5,1,high,10,1
smartphone,sony,88000,home_use,exploring,early,0.05,0.05,0.93,8,1,high,4,0
tablet,canon,57000,travel,exploring,early,0.11,0.16,0.81,7,4,high,8,0
speaker,dell,21000,fitness,immediate,early,0.93,0.93,0.03,4,1,high,5,1
camera,samsung,198000,creative,flexible,awareness,0.59,0.89,0.09,8,2,medium,3,1
smartphone,apple,102000,gaming,soon,early,0.05,0.23,0.66,7,1,medium,8,1
microwave,jbl,27000,travel,flexible,late,0.11,0.12,0.79,4,2,low,10,0
television,oneplus,157000,creative,exploring,mid,0.83,0.97,0.04,4,2,medium,4,0
laptop,samsung,107000,gaming,flexible,mid,0.92,0.96,0.17,2,1,medium,10,1
refrigerator,hp,93000,travel,soon,awareness,0.72,0.49,0.81,4,2,high,10,0
television,lenovo,78000,office,soon,decision,0.23,0.62,0.51,1,3,medium,1,1
washing_machine,jbl,24000,entertainment,soon,early,0.92,0.9,0.04,4,1,low,10,1
camera,bose,167000,streaming,soon,mid,0.2,0.13,0.88,3,4,low,3,0
headphones,sony,21000,professional,flexible,awareness,0.06,0.06,0.9,2,2,low,7,1
camera,samsung,65000,fitness,exploring,early,0.5,0.57,0.47,5,1,low,5,0
microwave,lenovo,28000,travel,no_rush,mid,0.09,0.12,0.96,7,2,low,3,0
laptop,canon,37000,photography,soon,mid,0.58,0.42,0.6,3,3,high,4,1
refrigerator,hp,62000,entertainment,no_rush,late,0.62,0.2,0.72,1,2,high,10,0
smartphone,dell,95000,business,immediate,mid,0.3,0.55,0.73,4,5,low,3,1
speaker,samsung,49000,travel,immediate,awareness,0.72,0.7,0.11,7,4,low,9,1
smartwatch,oneplus,11000,gaming,no_rush,decision,0.5,0.4,0.7,4,3,medium,5,0
headphones,dell,38000,coding,soon,mid,0.92,0.97,0.07,7,5,low,6,1
mouse,oneplus,1000,home_use,exploring,mid,0.97,0.92,0.05,4,2,low,6,1
laptop,jbl,55000,casual,flexible,awareness,0.34,0.18,0.91,1,1,low,1,0
smartphone,hp,125000,office,soon,early,0.38,0.11,0.81,1,1,medium,6,0
mouse,jbl,9000,travel,soon,decision,0.37,0.5,0.21,8,4,high,9,0
speaker,lenovo,1000,gaming,soon,late,0.19,0.15,0.62,6,3,high,1,1
camera,apple,92000,office,soon,late,0.57,0.13,0.77,2,4,medium,6,1
laptop,lenovo,116000,fitness,immediate,mid,0.37,0.37,0.6,7,3,high,3,0
washing_machine,apple,14000,fitness,exploring,early,0.43,0.05,0.87,7,3,medium,6,0
refrigerator,whirlpool,71000,office,no_rush,early,0.56,0.8,0.39,1,5,medium,8,0
microwave,dell,28000,professional,soon,early,0.77,0.8,0.51,1,2,medium,7,1
washing_machine,oneplus,77000,coding,soon,decision,0.66,0.41,0.47,3,2,high,10,0
monitor,oneplus,68000,office,immediate,decision,0.61,0.75,0.28,1,3,medium,4,1
keyboard,dell,1000,photography,no_rush,mid,0.84,0.63,0.38,4,3,low,6,0
washing_machine,oneplus,57000,coding,no_rush,mid,0.95,0.93,0.05,7,4,high,8,1
refrigerator,lenovo,82000,office,soon,awareness,0.06,0.05,0.82,6,5,high,1,0
air_conditioner,bose,41000,fitness,no_rush,mid,0.45,0.58,0.46,4,4,medium,6,1
refrigerator,sony,50000,streaming,immediate,mid,0.97,0.95,0.27,3,3,medium,3,1
keyboard,sony,13000,coding,flexible,late,0.89,0.74,0.05,3,1,high,4,1
keyboard,hp,18000,entertainment,immediate,early,0.76,0.57,0.39,5,1,high,6,1
tablet,hp,46000,business,soon,decision,0.11,0.4,0.47,1,3,high,3,1
smartphone,canon,56000,streaming,flexible,awareness,0.43,0.79,0.19,7,1,medium,8,1
television,samsung,252000,casual,exploring,awareness,0.16,0.44,0.79,6,3,high,10,0
smartphone,asus,87000,entertainment,flexible,late,0.37,0.75,0.12,6,1,low,10,1
laptop,hp,107000,home_use,no_rush,late,0.88,0.8,0.19,7,2,low,1,0
laptop,dell,137000,streaming,immediate,awareness,0.86,0.94,0.05,1,3,medium,8,1
smartphone,hp,115000,creative,immediate,mid,0.35,0.6,0.25,1,2,high,7,0
headphones,jbl,28000,office,exploring,late,0.68,0.15,0.57,1,3,low,4,0
microwave,xiaomi,17000,office,no_rush,mid,0.19,0.37,0.77,3,3,low,9,0
headphones,dell,24000,gaming,immediate,mid,0.97,0.98,0.04,7,1,medium,5,1
headphones,oneplus,39000,work_from_home,flexible,mid,0.21,0.13,0.85,8,4,medium,9,0
refrigerator,dell,23000,home_use,soon,awareness,0.36,0.73,0.06,8,5,high,4,0
laptop,asus,157000,coding,flexible,decision,0.66,0.4,0.3,1,3,high,9,1
smartphone,whirlpool,38000,entertainment,exploring,awareness,0.89,0.53,0.22,8,3,high,4,0
mouse,lenovo,2000,office,immediate,early,0.71,0.73,0.33,4,3,high,1,0
microwave,asus,26000,creative,flexible,early,0.21,0.17,0.78,4,5,low,3,1
mouse,canon,1000,study,no_rush,awareness,0.95,0.98,0.07,7,2,low,4,1
smartwatch,samsung,16000,professional,soon,mid,0.62,0.7,0.29,7,3,high,3,0
television,jbl,277000,creative,immediate,awareness,0.47,0.18,0.67,2,2,medium,3,0
washing_machine,canon,64000,coding,exploring,early,0.79,0.45,0.85,7,1,low,8,1
camera,sony,48000,creative,soon,mid,0.71,0.75,0.19,6,1,low,1,0
camera,canon,54000,streaming,immediate,early,0.85,0.75,0.14,3,2,medium,3,1
laptop,lg,106000,study,immediate,decision,0.89,0.75,0.05,7,5,low,5,1
smartphone,canon,53000,gaming,immediate,early,0.81,0.78,0.07,2,4,medium,9,1
tablet,lg,71000,home_use,exploring,late,0.78,0.91,0.16,3,3,low,3,1
smartphone,sony,76000,coding,flexible,late,0.35,0.18,0.5,6,5,low,8,0
speaker,oneplus,24000,professional,soon,decision,0.83,0.84,0.22,3,4,high,10,1
keyboard,oneplus,19000,coding,no_rush,awareness,0.81,0.91,0.08,3,5,low,3,1
laptop,bosch,127000,work_from_home,exploring,early,0.32,0.39,0.5,6,1,high,8,0
camera,asus,174000,professional,flexible,early,0.76,0.74,0.22,4,5,medium,10,1
speaker,apple,5000,study,immediate,late,0.96,0.82,0.23,8,2,low,1,1
microwave,xiaomi,6000,streaming,soon,late,0.69,0.51,0.2,4,4,high,6,1
mouse,apple,7000,office,exploring,awareness,0.05,0.05,0.99,1,1,medium,6,0
headphones,samsung,16000,home_use,exploring,decision,0.88,0.98,0.04,2,4,medium,9,1
smartwatch,bosch,40000,casual,no_rush,decision,0.11,0.15,0.95,7,1,medium,1,0
air_conditioner,xiaomi,42000,home_use,soon,mid,0.38,0.56,0.3,3,4,low,5,1
camera,canon,193000,professional,immediate,awareness,0.59,0.89,0.26,5,1,low,1,0
camera,asus,123000,photography,no_rush,decision,0.19,0.26,0.26,2,2,medium,7,0
smartphone,bose,18000,photography,no_rush,late,0.2,0.12,0.9,5,2,low,9,0
refrigerator,canon,45000,casual,no_rush,decision,0.56,0.71,0.76,6,3,low,1,1
microwave,samsung,17000,office,soon,awareness,0.89,0.85,0.46,2,3,medium,7,1
television,apple,45000,coding,flexible,early,0.81,0.83,0.1,5,1,low,1,1
keyboard,oneplus,7000,creative,exploring,early,0.86,0.66,0.22,7,4,high,7,1
refrigerator,xiaomi,88000,entertainment,soon,awareness,0.88,0.61,0.12,4,2,high,8,0
laptop,asus,74000,casual,flexible,late,0.18,0.11,0.86,3,3,low,6,0
headphones,whirlpool,10000,entertainment,immediate,mid,0.84,0.98,0.06,7,4,high,3,1
speaker,lenovo,12000,travel,immediate,decision,0.11,0.59,0.89,5,4,medium,4,1
keyboard,canon,8000,study,immediate,awareness,0.21,0.21,0.93,6,2,low,8,0
television,jbl,50000,streaming,no_rush,decision,0.79,0.73,0.16,4,5,high,10,1
refrigerator,hp,63000,casual,exploring,early,0.39,0.23,0.88,4,4,high,5,1
air_conditioner,dell,43000,office,soon,awareness,0.94,0.94,0.05,8,5,medium,5,1
smartphone,lg,81000,home_use,flexible,awareness,0.39,0.38,0.13,4,5,high,9,0
air_conditioner,canon,36000,gaming,flexible,awareness,0.61,0.75,0.12,8,1,medium,8,0
headphones,samsung,35000,travel,no_rush,late,0.39,0.63,0.43,7,2,high,9,0
mouse,dell,10000,travel,soon,early,0.15,0.57,0.69,2,3,medium,5,1
television,hp,117000,creative,exploring,early,0.46,0.35,0.19,2,1,medium,10,1
smartphone,whirlpool,9000,streaming,flexible,late,0.37,0.83,0.26,2,5,medium,8,1
washing_machine,asus,68000,office,immediate,early,0.63,0.45,0.82,8,5,medium,6,0
refrigerator,bosch,25000,casual,exploring,early,0.05,0.06,0.95,2,3,medium,4,0
television,sony,231000,professional,soon,decision,0.35,0.15,0.81,7,4,high,1,0
microwave,hp,26000,creative,immediate,early,0.83,0.81,0.19,7,4,high,5,1
tablet,sony,22000,business,no_rush,awareness,0.53,0.4,0.81,7,5,medium,7,0
smartphone,dell,95000,work_from_home,soon,early,0.64,0.56,0.53,8,3,medium,6,1
tablet,hp,43000,home_use,exploring,awareness,0.17,0.21,0.35,6,3,low,7,1
speaker,whirlpool,49000,professional,immediate,decision,0.19,0.12,0.89,4,1,low,8,0
microwave,jbl,15000,coding,immediate,late,0.84,0.92,0.16,8,4,medium,10,1
air_conditioner,dell,51000,work_from_home,flexible,decision,0.69,0.9,0.1,6,5,low,9,1
television,apple,118000,business,immediate,decision,0.81,0.7,0.47,4,1,medium,2,1
microwave,lenovo,24000,creative,immediate,late,0.69,0.57,0.47,4,4,low,7,1
laptop,hp,184000,streaming,immediate,awareness,0.06,0.05,0.97,7,5,medium,5,0
microwave,bosch,16000,fitness,exploring,late,0.76,0.87,0.18,4,1,low,8,1
air_conditioner,lenovo,57000,gaming,immediate,late,0.72,0.86,0.33,4,2,medium,3,0
laptop,apple,173000,business,immediate,awareness,0.79,0.58,0.37,8,3,low,6,1
mouse,whirlpool,5000,streaming,immediate,awareness,0.59,0.24,0.8,6,2,low,8,0
smartphone,dell,14000,study,soon,late,0.91,0.95,0.04,8,4,low,5,1
refrigerator,samsung,16000,streaming,soon,awareness,0.19,0.18,0.49,1,1,high,9,0
speaker,dell,37000,casual,flexible,mid,0.28,0.3,0.69,3,4,medium,6,0
tablet,jbl,74000,coding,flexible,awareness,0.19,0.58,0.46,8,4,medium,4,0
smartwatch,bosch,19000,creative,exploring,mid,0.75,0.49,0.33,5,1,low,4,0
washing_machine,lenovo,20000,photography,exploring,mid,0.99,0.92,0.01,6,5,high,7,1
mouse,samsung,5000,office,exploring,awareness,0.2,0.24,0.57,7,4,low,9,1
microwave,bosch,9000,travel,soon,late,0.24,0.2,0.83,3,4,medium,4,0
monitor,asus,14000,work_from_home,no_rush,decision,0.08,0.14,0.86,5,4,low,2,1
microwave,samsung,28000,office,soon,awareness,0.28,0.26,0.78,5,2,high,3,0
monitor,bosch,29000,photography,flexible,mid,0.82,0.94,0.07,4,2,high,3,1
headphones,whirlpool,11000,study,no_rush,early,0.99,0.99,0.01,7,1,medium,5,0
washing_machine,oneplus,76000,professional,soon,early,0.27,0.52,0.68,3,3,low,8,0
monitor,bosch,37000,gaming,soon,awareness,0.08,0.05,0.95,2,3,low,1,1
washing_machine,dell,35000,office,no_rush,decision,0.85,0.78,0.15,1,2,medium,2,1
keyboard,lenovo,5000,professional,no_rush,early,0.56,0.64,0.47,5,1,high,1,1
washing_machine,asus,21000,casual,flexible,decision,0.69,0.5,0.34,4,5,high,7,0
refrigerator,bosch,31000,entertainment,immediate,early,0.69,0.45,0.76,6,2,low,9,0
microwave,xiaomi,8000,home_use,flexible,decision,0.66,0.45,0.42,6,3,medium,1,1
refrigerator,oneplus,95000,business,no_rush,decision,0.19,0.24,0.68,2,2,medium,2,0
smartwatch,whirlpool,46000,creative,no_rush,early,0.57,0.64,0.52,4,3,medium,9,1
tablet,oneplus,14000,work_from_home,flexible,late,0.69,0.67,0.39,7,2,medium,10,1
monitor,whirlpool,77000,creative,no_rush,awareness,0.88,0.94,0.04,5,1,low,4,0
monitor,hp,34000,gaming,flexible,early,0.47,0.43,0.38,3,4,high,1,1
keyboard,samsung,15000,work_from_home,soon,awareness,0.18,0.7,0.82,3,1,high,1,0
refrigerator,bosch,31000,gaming,exploring,mid,0.4,0.66,0.41,3,5,medium,8,1
laptop,lg,44000,casual,exploring,awareness,0.95,0.93,0.16,6,5,low,3,1
refrigerator,bosch,39000,home_use,soon,mid,0.78,0.86,0.26,5,4,low,3,0
air_conditioner,lenovo,34000,work_from_home,exploring,late,0.8,0.88,0.18,1,5,low,2,1
smartwatch,whirlpool,34000,office,immediate,early,0.83,0.95,0.09,6,2,medium,6,1
keyboard,bosch,1000,fitness,exploring,late,0.4,0.12,0.87,5,2,medium,4,0
washing_machine,sony,74000,photography,no_rush,early,0.74,0.49,0.05,2,5,low,10,1
smartwatch,canon,49000,business,exploring,late,0.8,0.94,0.18,3,5,medium,3,0
monitor,oneplus,11000,work_from_home,flexible,early,0.99,0.88,0.29,6,2,medium,5,0
washing_machine,oneplus,60000,creative,flexible,late,0.85,0.84,0.04,6,2,low,10,0
monitor,dell,21000,study,flexible,decision,0.58,0.15,0.75,4,3,medium,5,0
television,hp,27000,study,flexible,late,0.14,0.62,0.62,3,2,low,7,1
tablet,samsung,44000,travel,immediate,late,0.2,0.2,0.55,4,4,medium,7,0
television,canon,222000,travel,exploring,early,0.88,0.97,0.04,7,4,medium,4,1
mouse,hp,3000,gaming,flexible,mid,0.5,0.78,0.2,1,5,low,2,1
speaker,samsung,31000,travel,immediate,decision,0.46,0.6,0.63,1,2,medium,9,0
television,bosch,83000,professional,flexible,late,0.92,0.99,0.03,6,5,high,6,1
tablet,asus,80000,home_use,flexible,decision,0.16,0.09,0.84,1,4,low,1,0
